,site_id,product,latitude,longitude,email,start_date,end_date,kmAboveBelow,kmLeftRight,order_uid
90,site90,MOD13Q1,17.728625699383002,104.17371104780501,lamductan@outlook.com,A2000049,A2018193,3,3,https://modis.ornl.gov/subsetdata/06Aug2018_11:04:58_853347372L17.7286256994L104.173711048S25L25_MOD13Q1_site90
91,site91,MOD13Q1,17.722557330060546,102.85882501376895,lamductan@outlook.com,A2000049,A2018193,2,2,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:01_704711358L17.7225573301L102.858825014S17L17_MOD13Q1_site91
92,site92,MOD13Q1,17.707732737823086,104.2096375725413,lamductan@outlook.com,A2000049,A2018193,3,3,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:04_188771009L17.7077327378L104.209637573S25L25_MOD13Q1_site92
93,site93,MOD13Q1,17.68867626753318,104.29890657379126,lamductan@outlook.com,A2000049,A2018193,2,2,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:06_408805680L17.6886762675L104.298906574S17L17_MOD13Q1_site93
94,site94,MOD13Q1,17.68843798715557,104.03700010171463,lamductan@outlook.com,A2000049,A2018193,2,2,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:09_032776190L17.6884379872L104.037000102S17L17_MOD13Q1_site94
95,site95,MOD13Q1,17.673249896553095,105.02729571376463,lamductan@outlook.com,A2000049,A2018193,2,2,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:22_250003950L17.6732498966L105.027295714S17L17_MOD13Q1_site95
96,site96,MOD13Q1,17.67026215296091,102.59690730945854,lamductan@outlook.com,A2000049,A2018193,2,2,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:24_562921208L17.670262153L102.596907309S17L17_MOD13Q1_site96
97,site97,MOD13Q1,17.665882918453374,103.72877239193191,lamductan@outlook.com,A2000049,A2018193,2,2,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:27_053875395L17.6658829185L103.728772392S17L17_MOD13Q1_site97
98,site98,MOD13Q1,17.659181918568375,103.55201273447805,lamductan@outlook.com,A2000049,A2018193,2,2,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:29_684609335L17.6591819186L103.552012734S17L17_MOD13Q1_site98
99,site99,MOD13Q1,17.657050479078013,104.42547337390198,lamductan@outlook.com,A2000049,A2018193,3,3,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:32_905903491L17.6570504791L104.425473374S25L25_MOD13Q1_site99
100,site100,MOD13Q1,17.63665392476827,104.14480454351146,lamductan@outlook.com,A2000049,A2018193,4,4,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:35_387807317L17.6366539248L104.144804544S33L33_MOD13Q1_site100
101,site101,MOD13Q1,17.619442808909767,103.60275235820814,lamductan@outlook.com,A2000049,A2018193,2,2,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:37_744993451L17.6194428089L103.602752358S17L17_MOD13Q1_site101
102,site102,MOD13Q1,17.608330790238387,104.27156571920538,lamductan@outlook.com,A2000049,A2018193,3,3,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:40_196577056L17.6083307902L104.271565719S25L25_MOD13Q1_site102
103,site103,MOD13Q1,17.597709646192442,104.0110709601666,lamductan@outlook.com,A2000049,A2018193,3,3,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:42_369766454L17.5977096462L104.01107096S25L25_MOD13Q1_site103
104,site104,MOD13Q1,17.586544903685102,103.53898500039108,lamductan@outlook.com,A2000049,A2018193,2,2,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:44_705024725L17.5865449037L103.538985S17L17_MOD13Q1_site104
105,site105,MOD13Q1,17.573640812765305,104.1187885512274,lamductan@outlook.com,A2000049,A2018193,3,3,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:46_893846704L17.5736408128L104.118788551S25L25_MOD13Q1_site105
106,site106,MOD13Q1,17.548007677177456,104.59001716039393,lamductan@outlook.com,A2000049,A2018193,2,2,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:49_358124846L17.5480076772L104.59001716S17L17_MOD13Q1_site106
107,site107,MOD13Q1,17.522463663724725,102.01873414821281,lamductan@outlook.com,A2000049,A2018193,3,3,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:52_218921162L17.5224636637L102.018734148S25L25_MOD13Q1_site107
108,site108,MOD13Q1,17.5049388050775,101.61179920605274,lamductan@outlook.com,A2000049,A2018193,3,3,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:54_773409788L17.5049388051L101.611799206S25L25_MOD13Q1_site108
109,site109,MOD13Q1,17.457121004766893,102.77068638668781,lamductan@outlook.com,A2000049,A2018193,2,2,https://modis.ornl.gov/subsetdata/06Aug2018_11:05:57_060662894L17.4571210048L102.770686387S17L17_MOD13Q1_site109
